"Date","Week","Type","Team","Added","Dropped"
"2025-01-19",1,"Add/Drop","Ethan Purdy","","Jeff Wilson"
"2025-01-19",1,"Add/Drop","Ethan Purdy","","Aaron Rodgers"
"2025-01-19",1,"Add/Drop","Elijah Sartin","","Ryan Flournoy"
"2025-01-19",1,"Add/Drop","Ethan Purdy","","Jason Sanders"
"2025-01-19",1,"Add/Drop","Kellen McHugh","","Demarcus Robinson"
"2025-01-19",1,"Add/Drop","Elijah Sartin","","Dallin Holker"
"2025-01-19",1,"Add/Drop","Ethan Purdy","","Tyler Boyd"
"2025-01-19",1,"Add/Drop","Kellen McHugh","","Luke Musgrave"
"2025-01-19",1,"Add/Drop","Ethan Purdy","","NO"
"2025-01-19",1,"Add/Drop","Kellen McHugh","","Sean Tucker"
"2025-01-19",1,"Add/Drop","Ethan Purdy","","TEN"
"2025-01-19",1,"Add/Drop","Kellen McHugh","","Tre Tucker"
"2025-01-19",1,"Add/Drop","Kellen McHugh","","Jonathan Mingo"
"2025-01-19",1,"Add/Drop","Kellen McHugh","","Sam Darnold"
"2025-01-19",1,"Add/Drop","KING COMMISH","","Isaiah Davis"
"2025-01-19",1,"Add/Drop","KING COMMISH","","Zach Ertz"
"2025-01-19",1,"Add/Drop","KING COMMISH","","David Moore"
"2025-01-19",1,"Add/Drop","KING COMMISH","","KC"
"2025-01-19",1,"Add/Drop","KING COMMISH","","HOU"
"2025-01-19",1,"Add/Drop","KING COMMISH","","SF"
